Caste,subcastes,source
BOYA,"['CHEEMALA', 'KANDI', 'NAIKA', 'YERRAGOLLA', 'PINJARI', 'VADDI', 'PEDDABOYA', 'YADAV', 'DUDEKULA', 'KUDARI', 'SAYED', 'JALLENI', 'BOYA', 'POKANTI', 'JAMAPALA', 'DERAGULLA', 'DOMMARA', 'NAGIRI', 'JHAMALA', 'NAIDU', 'VALMIKI', 'ANKE', 'JUTUR']",MF
BOYAR,['BOYAR'],GOV
BRAHMBHATT,"['BRAHMBHATT', 'SHARMA']",MF
BRAJI,"['BRAJI', 'BAARDUA']",MF
BRIJBASINAT,"['NAGAR', 'BRIJBASINAT']",MF
BRITTIAL BANIA,"['BRITTIAL BANIA', 'BANIA']",GOV
BROKPA,"['DROKPA', 'SHIN', 'BROKPA', 'DARD']",GOV
BUDABUKKALA,['BUDABUKKALA'],MF
BUDBUDKI,"['BUDUBUDUKI', 'CHHETRI', 'GARADI', 'BUDBUDKI', 'BUDUDKI', 'JOSHI', 'BUDBUDKALA', 'DEVARI']",GOV
BUDUBUNJALA,"['BHUNJWA', 'BHADBHUNJA', 'BUDUBUNJALA']",GOV
BUKAVA,['BUKAVA'],MF
BUNGCHHENG,['BUNGCHHENG'],GOV
BUNKAR,['BUNKAR'],MF
BUNT,['BUNT'],SHADI
BURUASHANKAR,"['BURUASHANKAR', 'BARNA SUANKAR']",GOV
BURUD,['BURUD'],MF
BUTTAL,['BUTTAL'],GOV
BYAGARA,"['BYAGARA', 'BYAGARI']",GOV
C.K. KORAVAR,['C.K. KORAVAR'],GOV
CAMSULA,['CAMSULA'],MF
CHACHATI,['CHACHATI'],GOV
CHADAR,['CHADAR'],GOV
CHAHANG,['CHAHANG'],GOV
CHAIN,"['CHAIN', 'CHAYEEN']",GOV
CHAK,"['CHAKE', 'CHAK']",GOV
CHAKALI,"['POKANTI', 'MALLEPULU', 'CHAKALA', 'DHOBI', 'CHAKKALA', 'BILISHPALLA', 'JALNUL', 'DUDEKULA', 'CHAKALI']",MF
CHAKKILIYAN,['CHAKKILIYAN'],MF
CHAKMA,['CHAKMA'],GOV
CHAKRAVAR,"['SAKRAVAR', 'CHAKRAVAR']",GOV
CHALAVADI,"['CHANNAYYA', 'CHALVADI', 'CHALAVADI']",GOV
CHALIYAN TERUVAN,"['CHALLIYA', 'CHALIYAN TERUVAN']",GOV
CHAMAR,"['MEGHWAL', 'BHANDARKAR', 'JULAHA', 'AHIRWAR', 'PARDESI', 'SURYAVANSHI', 'KHATI', 'KOLI', 'CHANWAR CHAMAR', 'DHANAK', 'PASWAN', 'SATNAMI', 'RAIDAS', 'DHARE', 'MAJHARE', 'MANIK', 'CHARMARKAR', 'RAI', 'ASADARU', 'KUSHWAHA', 'CHAMAR-ROHIDAS', 'CHAMARI', 'HARALI', 'MADIG', 'REHGAR', 'SURJYARAMNAMI', 'BHATIA', 'REHGARH', 'BAVARIYA', 'BHARDWAJ', 'KASHYAP', 'BANJARA', 'RAVIDASIA', 'MOCHI', 'ANANT', 'MACHIGAR', 'ROHIT', 'JATAV', 'MESHRAM', 'MAHALI', 'BALAI', 'MEHATAR', 'RAIGAR', 'BALAJI', 'HARIJAN', 'NIRMAL', 'BAIRWA', 'SOLANKI', 'BHALSE', 'PARMAR', 'BHAMBI', 'HARALAYYA', 'KORI', 'CHAMARA', 'GAMETIA', 'MISHRA', 'TELANGI', 'TELEGU MOCHI', 'MADAR', 'ASODI', 'RAIDASI', 'RAMTEKE', 'BALMIKI', 'SAKET', 'MOZALDA', 'JATAVA', 'BAMBHI', 'MAGAHIA', 'CHAMAR MANGAN', 'BHATOI', 'LOHAR', 'BHAMBHI', 'MAHAR', 'TURI', 'CHAMAR', 'RAVIDAS', 'NONA', 'KAMATI MOCHI', 'DHANKAR', 'FUNE', 'KUMAWAT', 'MEHRA', 'SUNTEKE', 'JATAV CHAMAR', 'AJAD', 'BAORI', 'DAYAL', 'BASOR', 'SURYAWANSI', 'MEHER', 'BORKAR', 'CHAMGAR', 'CHOUDHARY', 'KHOLI', 'BALAHI', 'RAMDASI', 'JATIA CHAMAR', 'MANGAN', 'JATIA', 'BAKAULEY', 'DAS', 'MOCHIGAR', 'RAMNAMI', 'DINKAR', 'SAMGAR', 'SAHARE', 'CHAMBHAR', 'RANIGAR', 'MAKASIYA', 'NAYAK', 'CHIDAR', 'MUCHI', 'RAVIDASI', 'KHALPA', 'BHUIAN', 'KARIYARE', 'RAMDASIA', 'CHAMAR-RAVIDAS', 'RAVI', 'BERWA', 'RAVIDASIA SIKH', 'WANJARE', 'RATREA', 'DHANKA', 'CHAUHAN', 'CHAMAR-RABIDAS', 'RAMDASIA SIKH', 'BATOI', 'GARG', 'SAHU', 'KHOTE', 'REGAR', 'GAREG', 'ROHIDAS', 'JATYA', 'SURJYABANSHI', 'CHAMADIA', 'KOBRAGADAY', 'BAALAI', 'KANOJI']",MF_JEEVANSATHI
CHAMBOTI,['CHAMBOTI'],GOV
CHAMBUKUTTI,['CHAMBUKUTTI'],GOV
CHAMLING,['CHAMLING'],GOV
CHAMTHA,['CHAMTHA'],GOV
CHANAL,['CHANAL'],GOV
CHANDAL,"['CHANDALA', 'CHANDAL']",GOV
CHANDALGADA,"['CHANDALGADA', 'CHANDALAGADE']",GOV
CHANDHAI MARU,['CHANDHAI MARU'],GOV
CHANDRABANSHI,['CHANDRABANSHI'],GOV
CHANG,"['CHANGAR', 'CHAMGAR', 'CHAHANG', 'CHANG']",GOV
CHANGAYAMPUDI KORAVAR,['CHANGAYAMPUDI KORAVAR'],GOV
CHANGPA,['CHANGPA'],GOV
CHANOU,['CHANOU'],GOV
CHANTHI,['CHANTHI'],MF
CHAPOTA,['CHAPOTA'],GOV
CHAPPER,"['BANDA', 'BAND CHAPPER', 'CHAPPER']",GOV
CHAPTEGAR,"['CHAPTEGARA', 'CHAPTEGAR']",GOV
CHARA,"['CHARA', 'CHHAR', 'CHHARA']",GOV
CHARAN,"['GADHAVI', 'CHARAN GADHVI', 'CHARAN']",JEEVANSATHI
CHARODI,"['CHARODI', 'CHARODI MESTHA']",GOV
CHASA,"['MUNDA', 'PARIDA', 'BANAYAT ORIYA', 'ODIA & UDIA', 'BANAYAT', 'BANAYAT ODIYA', 'CHASA', 'ODACHASA', 'BENAYIT ODIA', 'BENAYAT ORIYA']",MF_JEEVANSATHI
CHATTADA SRIVAISHNAB,['CHATTADA SRIVAISHNAB'],GOV
CHATTADI,['CHATTADI'],GOV
CHAUPAL,['CHAUPAL'],GOV
CHAVALAKARAR,"['CHAVALAKARAR', 'CHAVALAKKARAN']",GOV
CHENCHU,"['CHENCHU', 'CHENCHWAR']",MF
CHENNA DASAR,"['CHENNA DASAR', 'HOLEYA DASARI', 'HOLAYA DASAR']",GOV
CHERE,['CHERE'],GOV
CHERO,['CHERO'],GOV
CHERUMAN,"['KANAKKAN', 'CHERUMAN', 'IRAYA']",MF
CHETTIAR,"['SATHA', 'KULALAN', 'VAANIGA', 'CHETTY', 'TELUGU CHETTIAR', 'SONEYA', 'VALAYAR', 'VANIBA', 'GULALAR', 'VELLAN CHETTIAR', 'AGARAM VELLAN CHETTIAR', 'SOLIARPALLAR', 'BATHMASA LIYAR', 'KUYAVAR', 'CHETTIES', 'THELUGU', 'SOLIAR', 'CHETTIYAR', 'COIRCHETTY', 'VANIYAR', 'TELUGU', 'THOLUVA', 'CHOLI', 'SANOTHALAIAR', 'TELUNGUCHETTIYAR', 'PADAIYACHI', 'VELLACHETTIYAR', 'NAYAKKAR', 'SOLEYA', 'KULLALAR', 'CHETTIAR', 'KONGU CHETTIAR', 'KAVARA', 'SOLIYA', 'BOYAR', 'NESAUCHITTIYAR', 'SANATHALIAR', 'PANNIRANDAM CHETTIAR', 'CHAKKA', 'VANIAR', 'MANBANACHETTIYAR', 'CHETTU']",MF_SHADI_JEEVANSATHI
CHHAPPARBAND,['CHHAPPARBAND'],GOV
CHHARA,"['CHHARA KANJAR', 'KANJAR BHAT NAT', 'CHHARA', 'SANSI', 'ADODIA']",GOV
CHHIMBA,"['CHIPPI', 'CHIBA', 'CHIMBA CHHIPPI', 'JASSAL', 'CHHIMBA', 'VERMA', 'CHHIMBE', 'DARJI', 'DARJ', 'CHIMPA', 'DHOBI', 'DHAMI', 'CHHIPI', 'TANK']",GOV
CHHIPI,"['CHHIPA', 'CHHIPE', 'CHHIPI']",MF
CHICK BARAIK,"['CHIK', 'CHICK BANIK', 'CHIKBARAIK', 'CHICK BARAIK']",GOV
CHIDAR,['CHIDAR'],GOV
CHIGARIBETEGAR,"['PHASACHARI', 'WAGIRI', 'BAGRI', 'CHIGARIBETEGAR', 'NIRSHIKARI', 'VAGHRI', 'VAGRI', 'BAORI']",GOV
CHIMBA,"['CHIPPI', 'CHIMBE', 'CHIMPA DARZI TONK', 'CHHIPPI', 'CHIMBA']",GOV
CHIPPA,"['CHIPPI', 'CHIPPA', 'TONK', 'DARZI', 'JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI', 'IDRISHI', 'CHHIPA BHAVSAR NILGAR', 'CHHIPA', 'CHHIPA BHAVSAR NILGAR JINGAR NIRALI RAMGARI RANGARI RANGREZ RANGAREJ RANGRAZ RANGREDH CHIPPA-SINDHI-KHATRI']",MF
CHIPPOLU,['CHIPPOLU'],GOV
CHIRIMAR,"['CHIRIMAR', 'CHRIMAR']",GOV
CHIRU,['CHIRU'],GOV
CHITARI,"['CHITAR', 'CHITRAKAR', 'CHITARA', 'CHITARI', 'CHITRA', 'CHITRASILPI']",GOV
CHITRAKAR,['CHITRAKAR'],GOV
CHITRAKATHI,"['CHITRAKATHI', 'CHITRAKATHIJOSHI']",GOV
CHODHARA,['CHODHARA'],GOV
CHOHARKA,['CHOHARKA'],GOV
CHOPEMARI,['CHOPEMARI'],GOV
CHOTHE,['CHOTHE'],GOV
CHOUDANG,['CHOUDANG'],GOV
CHOUHAN,['CHOUHAN'],GOV
CHOWDHARI,"['CHOUDHARY', 'CHOWDHARI', 'KASHYAP']",GOV
CHOWDULI,['CHOWDULI'],GOV
CHUHRA,"['MEHTAR', 'CHURA', 'BALMIKI', 'CHOHRA', 'CHUHRA', 'BHANGI']",GOV
CHUNGAR,"['CHUNARA', 'CHOONGAR KULBANDHIYA RAJGIR', 'CHUNKAR CHUNGAR', 'CHUNGAR', 'CHUNCHAR']",GOV
CHURIA,"['CHURIHAR', 'CHURIA']",GOV
CHUTIA,"['CHUTIYA', 'CHUTIA']",GOV
CHUTOR,['CHUTOR'],MF
CUGAYAT,"['CUGAYAT', 'KUMBER']",MF
CURAVAN,['CURAVAN'],MF
DABGAR,['DABGAR'],GOV
DAFALI,"['DHOLI DAFAALI', 'HASHMI', 'DUFALI GURAV', 'GURAW', 'DAFALI']",MF
DAFER,['DAFER'],GOV
DAFLA,['DAFLA'],GOV
DAGI,['DAGI'],GOV
DAHAIT,"['DAHAIT', 'DAHAT', 'DAHAYAT']",GOV
DAHALIA,['DAHALIA'],GOV
DAIYA,['DAIYA'],GOV
DAKAUT,"['PRADE', 'DAKAUT', 'RANGASAMI', 'DAHAKAUT', 'DESHANTRI']",GOV
DAKKAL,"['DAKKALIGA', 'DAKKAL', 'DOKKALWAR']",GOV
DAL,['DAL'],GOV
DAMAMI,"['NAGARCHI', 'DAMAMI']",GOV
DAMMALI,"['PEDDAMMAVANDLU', 'DAMALA', 'DAMMALA', 'DAMBALI FAQIR', 'DAMMULA', 'MUTYALAMMAVANDLU', 'DAMAL', 'YELLAMMAVANDLU', 'DEVARAVANDLU', 'DAMMALI']",GOV
DAMOR,"['DAMARIA', 'DAMOR']",GOV
DANATAR,['DANATAR'],MF
DANDARI,"['CHASA', 'DANBASI', 'DANDASI', 'DANDARI']",GOV
DANG-DASAR,['DANG-DASAR'],GOV
DANGI,['DANGI'],GOV
DANGUA,['DANGUA'],GOV
DARAIN,"['DARAI', 'DARAIN', 'DARYAI']",GOV
DARBAR,"['DARBAR', 'GARASIYA', 'KHOLI', 'KATHI', 'RAJPUT']",MF
DARJI,"['MEGHWAL', 'RANGARI', 'NAMDEV', 'RANGREZ', 'LINGAYAT SIMPY SIVASIMPY', 'BANAGARA', 'SAI', 'NAMDEO', 'CHIPI SHIPI MAVI', 'CHIPPI', 'BHAVASAR KSHATRIYA', 'RATHORE', 'DARJI', 'NILARI', 'LINGAYAT NEELAGAR', 'IDRISHI', 'MIRAI', 'NEELAGAR', 'SIMPI', 'CHHIPI', 'RANGARE', 'SHIMPI', 'NAMDEV SIMPY', 'ROHILLA', 'DARJI CHEEPI', 'DARZI', 'CHIPPIGA', 'MODH']",MF
DAROGA,"['RAVANA-RAJPUT', 'WAZIR', 'DAROGA', 'HAZURI', 'DAROGA-RAJOT']",GOV
DARWESI,"['DARVESU', 'AASHWALWALE', 'VAGHWALE-SHAH', 'DARWESI']",GOV
DAS,"['PANIK', 'MANIKPUR', 'DAS', 'DANGDIDAS', 'MAHANT']",MF
DASARI,"['DASARI', 'CHAKRAVADYA DASA', 'DASARU']",GOV
DASNAMI VAWA,"['GIRA', 'DASNAMI VAWA']",MF
DAULE,"['DAULE', 'DAOLE']",GOV
DAVARI,"['DEVARI', 'DAVERI', 'DAVAR', 'DAVARI']",GOV
DEHA,"['DEHA', 'DHAYA', 'DHEA']",GOV
DEHURI,['DEHURI'],GOV
DEORI,['DEORI'],GOV
DEPALA,['DEPALA'],GOV
DESHWALI,"['DESHWALI', 'DESHWALI MEWATI', 'MINA DESHWALI', 'MEWATI']",GOV
DESUA BHUMIJ,['DESUA BHUMIJ'],GOV
DEVADIGA,"['MOILI', 'SHEREGAR', 'SERVEGAR', 'DEVADIG', 'MOYILI', 'DEVADIGAR', 'SUPLIG', 'PADIAR', 'DEVADIGA', 'SEREGARA', 'SAPPALIGA', 'DEVALI']",SHADI
DEVAGUDI TALAYARI,['DEVAGUDI TALAYARI'],GOV
DEVANGA,"['LINGAYAT HATGAR', 'JED', 'DASAYIA', 'DEVANGAR', 'DEVANGASHETTY', 'LINGAYAT BILIJEDARU', 'JEDA', 'KOSHTI HUTGAR', 'HUTKAR', 'DEVANGA', 'SEDAR', 'JULOHI', 'HATAGAR', 'HULKAR', 'WINKAR', 'DEVANG']",SHADI_JEEVANSATHI
DEVARA,['DEVARA'],MF
DEVDIG,"['DEVDIG', 'DEWADIGA']",GOV
DEVHAR,['DEVHAR'],GOV
DEVIPUJAK,['DEVIPUJAK'],MF
DEVLI,['DEVLI'],GOV
DEWAN,['DEWAN'],GOV
DEWAR,"['DHIBARA', 'KAIBARTA', 'KEUTA', 'DEWAR']",JEEVANSATHI
DEWASI,['DEWASI'],MF
DHAKAD,['DHAKAD'],GOV
DHAKAR,"['DHAKAR', 'SWAMI']",MF
DHAKHADA,['DHAKHADA'],GOV
DHAKI,"['TOORI', 'DHAKI']",GOV
DHALI,['DHALI'],MF
DHAMIN,['DHAMIN'],GOV
DHANAK,"['PANGHAL', 'KHETAK', 'VERMA', 'DHANAK', 'DHANUK', 'HARIJAN']",MF_JEEVANSATHI
DHANER,['DHANER'],GOV
DHANGAR,"['KANADE', 'SAGAR', 'DANGE', 'KOKNI-DHANGAR', 'AHIR', 'TELWAR', 'HATKAR', 'DHANWAR', 'DHANGARI', 'DHANGAR', 'SHEGAR', 'DONGARI', 'TELLARI', 'VARAHADE-DHANGAR', 'HATKER', 'SANGAR', 'KURMAR', 'SEGAR']",MF_JEEVANSATHI
DHANKA,"['DHANKA', 'VALVI', 'TETARIA', 'TADVI']",MF
DHANKAR,['DHANKAR'],GOV
DHANKIA,['DHANKIA'],GOV
DHANUK,"['DHANUK', 'KATHERIA']",MF_SHADI_JEEVANSATHI
DHANWAR,['DHANWAR'],MF
DHARKAR,"['VEDVANSI', 'DHARKAR']",MF
DHARUA,['DHARUA'],GOV
DHAULA,"['SUNAR', 'DHAULA', 'SONI', 'SWARNKAR']",GOV
DHAWAD,['DHAWAD'],GOV
DHED,"['DHED', 'DHER']",GOV
DHEEVARA,['DHEEVARA'],SHADI_JEEVANSATHI
DHEKARU,['DHEKARU'],GOV
DHIMAL,['DHIMAL'],GOV
DHIMER,"['DHIMER', 'DHIMAR', 'DHIWAR']",GOV
DHIVAR,"['BHOI', 'ZADE', 'BENDOR', 'BHISTI', 'DHIWAR', 'MEHRA', 'JHINWAR JHEEWAR', 'DHIVAR', 'JHIWAR', 'MALLAH', 'BHAHARE', 'BHANARE', 'KEER', 'SAGARVANSHI-MALI', 'DHIVER', 'DHIVAR DHIVER', 'BHANDARE', 'JHINWAR', 'KAHAR', 'KEWAT', 'DHINWAR', 'NISHAD', 'JHEUR', 'JHEER', 'KASHYAP']",GOV
DHOBA,"['GOURA', 'ORIYADHOBA', 'MAGHIYA', 'BANGALIDHOBA', 'DHOBI', 'ORIYA', 'DHOBA']",MF_JEEVANSATHI
DHOBI,"['KANAWA', 'VARETHA', 'DHOBI', 'NAIKA', 'KELDE', 'CHAKALA', 'DIWAKAR', 'KANNAUJIA', 'YADAV', 'GUNJE', 'MADVAL', 'DUDEKULA', 'NIRMAL', 'DOBI', 'PAWAR', 'GAUR', 'RAMDASI', 'VANNAN', 'POKANTI', 'DHOBI QASSAR', 'RAJAK', 'SHAIK', 'NIRMALKAR', 'NIBARIYA', 'RAVANA', 'KARASH']",MF_SHADI_JEEVANSATHI
DHODIA,"['DHODIA PATEL', 'DHODIA']",GOV
DHOGRI,"['DHUAI', 'SIGGI', 'DHOGRI', 'DHANGRI', 'DHAOGRI']",GOV
DHOKA,['DHOKA'],MF
DHOLI,"['DHOLI', 'DHOLI DAFAALI', 'MEGHWAL', 'GAUR', 'DUFALI GURAV', 'GURAW', 'KHATI', 'PAWAR']",MF
DHOR,"['DOHOR', 'KAKKAYYA', 'KANKAYYA', 'DHOR']",JEEVANSATHI
DHOSALI,"['DOSAL', 'DHOSALI', 'DOSALI', 'BHOSALI']",GOV
DHUKRE,"['KANDERA-KARAN', 'NADDAF', 'DHUNIA', 'DHUKRE', 'DHUNNEWALA', 'MANSOORI', 'PINJARA']",GOV
DHUNIYA,['DHUNIYA'],MF
DHUPI,"['DHUPI', 'DHOBI']",GOV
DHURWA,"['RAM', 'DHRUV', 'DHURWA']",MF
DHYAR,['DHYAR'],GOV
DIDAYI,['DIDAYI'],GOV
DIGWAN JINGAR,['DIGWAN JINGAR'],GOV
DIMASA,"['DIMASA', 'KACHARI']",GOV
DOBBA KORAVAR,['DOBBA KORAVAR'],GOV
DODE GUJAR,"['DODE GUJAR', 'DORE GUJAR']",GOV
DOHAR,"['DOHAR', 'DOHOR']",GOV
DOM,"['DOME', 'DOMBARA', 'MOCHI', 'DOMBO', 'DURIA DOM', 'DOMRA', 'DORIS', 'AKURE', 'DOM', 'PANO', 'BANSPHOR', 'DHARIKAR', 'HARIJAN', 'DOMAR', 'DHANGAD', 'DUMAR', 'PAIDI', 'NAG', 'JHALO', 'DHARKAR']",MF
DOMBAN,['DOMBAN'],GOV
DOMBARI,['DOMBARI'],MF
DOMBI-DASARU,['DOMBI-DASARU'],GOV
DOME,"['DOME', 'DOM']",GOV
DOMMARA,"['DOMMARA', 'DUDEKULA']",MF
DONGA UR. KORACHA,['DONGA UR. KORACHA'],GOV
DOOM,"['DOOM', 'MAHASHA', 'DUMNA']",GOV
DOOMNA,"['DUMNE', 'DOOMNA', 'DUMNA']",GOV
DORA,['DORA'],MF
DOSADH,"['DHARI', 'DOSADH', 'DUSADH', 'RAOJI', 'DUSHAD', 'DUSAD', 'DHARHI', 'DOSANDHI', 'PASWAN', 'DOSAD', 'DOSADHA']",GOV
DUBE,"['THOLUVA', 'DUBE']",MF
DUBLA,"['DUBLA', 'HALPATI', 'TALAVIA']",GOV
DUDEKULA,"['NOORBASH', 'PINJARI', 'DUDEKULA', 'LADDAF']",GOV
DUGLA,"['DHOLI', 'DUGLA']",GOV
DULIA,"['CHASA', 'DULIA', 'SUNDI', 'CHASHA']",MF
DULUVAR,"['DULUVAR', 'VELLALAR']",MF
DUMA,"['ORIYAMUNDA', 'MITHAR', 'DUMA']",MF
DUMALA,"['DUMALA', 'DUMAL']",GOV
DUMNA,"['DOOM', 'MAHASHA', 'DUMNA']",GOV
DURGAMURGA,"['DURGAMURGA', 'BURBURCHA']",GOV
DWAR,['DWAR'],MF
DWEEPARA,['DWEEPARA'],MF
EDIGA,"['CHAKALA', 'EDIGA']",MF
EDRIS,"['EDRIS', 'KHALIFA']",MF
EKARADORABIDDALU,['EKARADORABIDDALU'],MF
EKILI,"['PALAYAKARLU', 'EKILI']",MF
ELAKULA,['ELAKULA'],MF
ELEMS,['ELEMS'],MF
ELLAMALAWAR,"['ELLAMALVAR', 'ELLAMALAWAR', 'ELLAMALWAR', 'YELLAMMALAWANDLU']",GOV
ENADI,['ENADI'],GOV
ERAVALLAN,"['ERAVALLAR', 'ERAVALLAN']",GOV
EZHAVA,"['THIYYAN', 'ISHUVAN', 'EZHUVA', 'VANIKA', 'VARRER', 'MENON', 'THEYAHAN', 'IZHAVAN', 'THIYYA', 'ISHUVA', 'EZHAVA', 'GHIYAIU', 'KONGU VELLALA', 'IZHUVAN', 'ILLUVA', 'VANIYAN', 'CHETTI', 'VATHI', 'HARIJAN', 'ILLUVAN', 'ISHAVAN', 'THIYA', 'PILLAI', 'AMMELU', 'EZHUVAN', 'IZHAVA', 'IRUVA', 'IZHUVA', 'IRAVA', 'PANKAR', 'EZHAVAN']",MF_SHADI_JEEVANSATHI
EZHAVATHI,"['EZHAVATHI', 'EZHAVATHY']",GOV
EZHUTHACHAN,"['EZHUTHACHAR', 'EZHUTHACHANS', 'EZHUTHACHAN']",MF_JEEVANSATHI
FUTGUDI,['FUTGUDI'],GOV
GABIT,"['GAPIT', 'GABIT', 'GAABIT', 'GABBIT', 'DAALJIDAAVAT']",JEEVANSATHI
GADA,['GADA'],GOV
GADABA,"['GADABAS', 'GADBA', 'GADABA']",GOV
GADARIA,"['KURBA', 'GADERIA', 'GADALIA', 'GARI', 'PAL', 'DHOSI', 'GADDI', 'GADARIA GARI', 'HAATKAAR', 'GADDERIA', 'GHOSHI', 'BAGHEL', 'GAYRI', 'DHARIYA', 'GADHERI', 'HATGAR HATKAR HAATKAAR GAADRI', 'GAYARI DHARIYA', 'GADARIA', 'GADDARIA', 'GAADRI', 'GADARIYA', 'DHOSHI', 'KURMAR', 'HATGAR', 'GARRI', 'GADI-LUHARIA', 'GAYARI', 'DHANGAR', 'HATKAR']",MF
GADDI,"['GHOSI', 'GADDI']",GOV
GADHAI,['GADHAI'],GOV
GADHAVI,"['GADHAVI', 'MARU', 'BRAHMIN']",MF
GADRI,['GADRI'],GOV
GAGRA,['GAGRA'],GOV
GALIARA,"['GALIARA', 'MAKAVANA']",MF
GALONG,['GALONG'],GOV
GAMALLA,['GAMALLA'],GOV
GAMIT,"['GAMTA', 'MAVCHI', 'GAVIT', 'GAMIT', 'VALVI', 'PADVI']",MF
GANAGAVAR,['GANAGAVAR'],GOV
GANAK,['GANAK'],MF
GANALI,"['GANALI', 'GANDALI']",GOV
GANDA,"['GANDHA', 'GANDALI', 'DHRUV', 'GANDA', 'GANDI', 'RAJGANDA', 'TELANGI']",MF_JEEVANSATHI
GANDARBH,"['GANDHARB', 'GANDARBH']",GOV
GANDARVAKOTTAI KORAVAR,['GANDARVAKOTTAI KORAVAR'],GOV
GANDHARAHIK,"['SANKHA', 'ASHRAM', 'SANKHAASHRAM', 'GANDHARAHIK', 'DESASHRAM']",MF
GANDHARAP,"['GANDHARB', 'GANDRAP', 'RANA', 'GANDARBH', 'GANDHARAP']",GOV
GANDIA,['GANDIA'],GOV
GANDLA,"['GANDIL GONDOLA', 'GANDLA', 'GANDHILA', 'DEVATHILAKULA', 'TELIKULA', 'SAYED']",MF
GANGAI,['GANGAI'],JEEVANSATHI
GANGAKULA,"['KOLIMAHADEV', 'BHOI', 'GANGAKULA', 'MOGAVEERA', 'KONKANKHARVI', 'BARIKA', 'MEENAGAR', 'SIVIYAR', 'KOLI', 'GANGEMATA', 'GANGEMAKKALU', 'THOREYA', 'GALADAKONKANI', 'KHARVI', 'GOWRIMATHA', 'BESTHA', 'GANGAMATHA', 'KABBERA', 'HARAKANTHRA', 'KHARIA', 'PARIVARA', 'BOYI', 'KABBILI', 'MOGERU', 'RAJBHOI', 'AMBIG', 'AMBI', 'BHOYI', 'BOVI [EXCLUDING BOVI WHO ARE SCHEDULED CASTE]', 'PAGI', 'SUNNAGARA', 'KABBALIGA', 'AMBIGA', 'GANGAMATHASTHA', 'KABBER', 'KAHAR', 'GANGAPUTRA', 'JALAGARA', 'HARIAKANTHRA', 'MADDAR']",GOV
GANGIREDLAVARU,['GANGIREDLAVARU'],GOV
GANGOT,"['GANGOTH', 'GANGOT', 'GANGOTA']",GOV
GANGTE,['GANGTE'],GOV
GANGTREDHU,['GANGTREDHU'],MF
GANIGA,"['GANIGA', 'GANIKA', 'SAJJANAGANIGAR', 'GANIGER', 'GANDLA', 'SHEETY', 'VANIYAN', 'GANIGAR', 'LINGAYAT SAJJAN', 'LINGAYAT GANIGA', 'TELI']",MF_SHADI_JEEVANSATHI
GANTI CHORES,['GANTI CHORES'],GOV
GARA,['GARA'],GOV
GARAI,"['GARAI', 'DARATIA', 'TELI']",MF
GARANCHA,"['GANCHA', 'GARANCHA']",GOV
GARASIA,['GARASIA'],GOV
GARDI,['GARDI'],GOV
GARERI,['GARERI'],GOV
GARHI- LOHAR,['GARHI- LOHAR'],GOV
GARMATANG,['GARMATANG'],GOV
GARO,"['GURDA', 'GARODA', 'GARURA', 'GARO']",GOV
GARODA,"['GARODA', 'GARO', 'BAKSHI PANCH']",MF
GARPAGARI,"['GARPAGARI', 'GARPAGRI', 'JOGINATH', 'NATHJOGI', 'GARPAGARI JOGINATH']",GOV
GARUA,"['GARUA', 'GAUR', 'GARRA']",MF
GARUDI,"['GARADIGA', 'GAVADI GHISADI', 'GARUDI', 'GARUDIGA']",GOV
GATTI,"['GATTI', 'GATTIYAVARU']",JEEVANSATHI
GAUD,"['GOURA', 'DUMALA', 'RAJGOND', 'GAUD', 'RAJMUNDA', 'GAUDA']",MF
GAUR,"['BRAHMIN', 'GAUR']",MF_SHADI
GAVALI,"['KRISHNA', 'HANWAR', 'KURSHNA', 'GAVALI', 'NAND']",MF_JEEVANSATHI
GAVANDI,"['GUJAR KADIYA', 'GAVANDI']",JEEVANSATHI
GAVARIA,"['VADUGAR', 'GAVARA', 'GAWARIA', 'GOWALE', 'GAWLA', 'GAVARIA', 'GAWARIYA', 'AHIR', 'GAWALA', 'GWAR', 'GWALA', 'YADAV', 'GAURIA', 'GAVARAI', 'GOWALA']",GOV
GAWDA,['GAWDA'],GOV
GAYEN,['GAYEN'],GOV
GHADI,"['GADIGA', 'GUNAGI', 'GHADI']",GOV
GHADSHI,"['GHADSI', 'GHADSHI']",GOV
GHAI,['GHAI'],GOV
GHANCHI,"['TELI-RATHORE', 'MEWAD', 'GHACHHA', 'TELI-SAHU', 'GHACHI', 'TELI-RATHOD', 'RAVANA', 'MODH GHANCHI', 'GHANCHI', 'TELI']",GOV
GHANSI,['GHANSI'],GOV
GHANTARGHADA,"['GHANTARGHADA', 'GHANTRA']",GOV
GHANTORA,"['NAIR', 'GHANTORA']",MF
GHARA,['GHARA'],GOV
GHARRAMI,['GHARRAMI'],GOV
GHASI,"['GHOSIA', 'SIULI', 'GHOSI', 'HADDI', 'GHASI', 'GHASI GHASIARA', 'GHASIA', 'GHASIARA', 'RELLI CHACHANDI']",MF_JEEVANSATHI
GHASIARA,"['GHOSIA', 'GHOSI', 'GHANI', 'GOASIARA', 'GHASIARA', 'GHAZI']",GOV
GHATOWAR,['GHATOWAR'],GOV
